Date,Category,Payment_mode,Description,Amount,Cashback
2025-11-07,subscriptions,credit card,Evening general actually.,65.73,7.94
2025-11-03,transportation,prepaid cards,Star you minute would among difference.,50.21,1.27
2025-11-20,transportation,credit card,Toward back by artist bill.,67.1,2.33
2025-11-11,home essential,mobile payments,Culture answer natural crime such.,67.55,7.55
2025-11-13,emergency funds,upi,Vote read fear others black.,67.75,4.5
2025-11-07,vegetables,upi,Seven son character institution stuff.,79.11,9.07
2025-11-26,gas,cash,Music have or fill enough respond.,62.3,8.14
2025-11-26,school fees,wallet,Eight include test.,23.67,8.34
2025-11-19,vegetables,prepaid cards,Significant authority management analysis.,89.04,7.93
2025-11-02,vegetables,wallet,Professional edge office month example can key safe.,17.08,3.38
2025-11-13,memberships,prepaid cards,Impact heart world.,16.84,5.27
2025-11-13,home essential,digital wallets,Theory figure imagine gun.,34.55,4.7
2025-11-13,parking,prepaid cards,Long rock could TV apply work.,24.39,2.86
2025-11-11,investments,wallet,Rock available time despite enough.,20.65,4.59
2025-11-15,school fees,net banking,Save anyone control far it response.,76.54,5.53
2025-11-24,clothing,debit card,Yard member source near deep tax explain.,20.34,2.93
2025-11-18,fruits,prepaid cards,Do make including else.,95.52,7.18
2025-11-08,clothing,wallet,Past technology medical war.,67.27,8.73
2025-11-25,fruits,mobile payments,Artist Congress pick few leader employee.,25.84,6.59
2025-11-12,sports&fitness,prepaid cards,About and red wait stand manager floor federal.,20.26,4.64
2025-11-05,parking,prepaid cards,Leader participant road billion inside show paper.,92.46,6.83
2025-11-29,medical,debit card,To what nearly sometimes pass under ok daughter.,94.91,5.79
2025-11-01,parking,net banking,Make instead place oil avoid head explain.,89.13,7.94
2025-11-22,investments,cash,Parent sense subject general hit read hope.,86.15,5.33
2025-11-18,bills,net banking,Friend instead little instead another situation base song.,43.08,9.61
2025-11-18,medical,debit card,Member affect local.,73.12,7.79
2025-11-02,care products,prepaid cards,No newspaper position because money education every social.,51.74,6.41
2025-11-05,investments,mobile payments,Bed wait least visit thank fast.,59.6,5.44
2025-11-12,investments,wallet,Message change name.,31.64,9.37
2025-11-02,sports&fitness,digital wallets,Woman factor you body.,16.76,5.21
2025-11-14,travel,upi,Many husband use can use establish next east.,21.68,9.23
2025-12-13,investments,net banking,Fact position easy owner.,32.88,2.2
2025-12-06,emergency funds,digital wallets,Yet ask large about court break.,51.41,1.29
2025-12-08,medical,credit card,Machine big amount all identify site have.,25.76,1.19
2025-12-27,emergency funds,credit card,Final plant different none fight while.,92.12,8.13
2025-12-05,groceries,digital wallets,Modern money since left risk.,68.67,1.84
2025-12-30,sports&fitness,cash,Ok positive how force.,12.8,8.35
2025-12-09,school fees,digital wallets,Own generation particularly computer speak anything entire.,67.65,4.68
2025-12-12,groceries,debit card,Certain dinner involve worker.,33.73,9.53
2025-12-13,transportation,cash,Truth people still several.,32.83,9.67
2025-12-25,bills,upi,Sister whole strong.,87.19,8.37
2025-12-05,gas,prepaid cards,Form accept quality wind.,67.25,1.94
2025-12-15,bills,digital wallets,Close read entire yeah a moment past.,63.84,8.31
2025-12-28,medical,upi,Hit understand chair choice.,92.16,8.76
2025-12-14,sports&fitness,credit card,Still between accept doctor attorney ready.,48.03,9.28
2025-12-02,sports&fitness,prepaid cards,Western teach street call care trip imagine.,64.98,1.43
2025-12-19,travel,credit card,Business student share college art pattern.,98.53,8.84
2025-12-17,groceries,cash,Billion fish environmental dream action top.,58.6,2.99
2025-12-29,emergency funds,debit card,Shoulder story life data total.,19.28,5.02
2025-12-01,vegetables,cash,Research PM save town down industry manager.,40.84,8.64
2025-12-18,medical,upi,Business avoid short policy happy give.,25.44,8.43
2025-12-25,parking,debit card,Voice camera discussion sell necessary attention dark.,40.5,6.93
2025-12-05,investments,prepaid cards,Professional something number well important him series.,40.52,2.12
2025-12-14,memberships,net banking,Here civil determine put financial federal.,44.39,8.46
2025-12-27,clothing,wallet,Produce pass effect her.,37.93,2.75
2025-12-29,gas,cash,Attorney imagine sort sometimes board question.,22.78,2.65
2025-12-18,home essential,credit card,Reduce perform actually stay if.,13.27,6.28
2025-12-10,investments,upi,Bed final step design.,13.62,6.87
2025-12-10,bills,upi,Must tax range society world leg senior.,31.18,6.55
2025-12-07,clothing,prepaid cards,Report hotel sell think least do attorney heavy.,39.66,1.22
2025-12-07,investments,net banking,Water wife mission her boy cost.,98.82,1.14
2025-12-24,transportation,digital wallets,Have alone officer necessary.,79.99,7.67
2025-12-23,vegetables,digital wallets,Thousand serious author school.,47.0,8.17
2025-12-12,home essential,prepaid cards,Quickly off yes.,31.3,9.82
2025-12-04,fruits,debit card,Between bring suddenly number.,86.05,7.8
2025-12-18,medical,digital wallets,Best dream without religious story work beautiful.,78.13,7.07
2025-12-19,emergency funds,wallet,Hour occur probably summer contain office.,98.69,6.76
2025-12-22,emergency funds,digital wallets,Top include personal onto involve pay law million.,98.6,8.44
2025-12-28,transportation,credit card,Measure huge future article half.,11.5,7.9
2025-12-17,memberships,prepaid cards,Pm maintain project option upon.,94.26,1.33
2025-12-02,gas,credit card,Eat computer role report simply program commercial.,22.94,4.3
2025-12-12,fruits,wallet,Best music effort quickly arrive safe.,23.56,5.08
2025-12-03,parking,debit card,Media past water each.,68.76,8.45
2025-12-08,parking,prepaid cards,Cultural school level bit.,51.39,9.3
2025-12-22,home essential,wallet,Man live really sister catch director be.,93.32,5.75
2025-12-15,gas,digital wallets,Card wife hear race fly job.,62.77,3.98
2025-12-08,bills,mobile payments,Data stuff white lot effort.,95.06,3.93
2025-12-29,bills,wallet,Citizen water though themselves score.,81.06,1.4
2025-12-07,groceries,credit card,Book Mrs energy lose race.,83.27,2.0
2025-12-15,transportation,mobile payments,Gun expect specific now bring.,17.11,7.72
2025-12-18,travel,net banking,Only require business admit.,34.1,5.36
2025-12-08,stationary,digital wallets,Great place address near daughter doctor she.,20.7,2.49
2025-12-14,transportation,credit card,Security above treatment cost agent material real will.,50.97,3.23
2025-12-25,school fees,digital wallets,Discussion manager perform blue maintain bring.,60.78,6.93
2025-12-12,home essential,digital wallets,Finish charge during apply physical.,13.5,8.84
2025-12-30,stationary,net banking,Live deep store box fly one employee.,52.34,8.43
2025-12-26,clothing,upi,Professor agreement military.,84.92,2.42
2025-12-17,stationary,cash,General development performance citizen story whether.,20.14,9.52
2025-12-26,parking,cash,New role policy least.,21.96,4.91
2025-12-07,memberships,credit card,Help west entire space data eight far.,88.29,4.67
2025-12-07,transportation,wallet,Believe fine fish much turn plan.,58.27,5.24
2025-12-03,care products,wallet,Matter message nearly sign mission prevent first.,54.19,6.53
2025-12-20,transportation,wallet,One measure administration foot suffer hot.,65.06,1.92
2025-12-07,clothing,net banking,Far important candidate learn majority author hospital.,90.56,5.18
2025-12-03,stationary,debit card,Arm box look budget difficult.,85.7,2.47
2025-12-18,clothing,prepaid cards,Conference near society.,89.67,8.78
2025-12-13,investments,digital wallets,Class better animal hard claim report.,34.38,5.99
2025-12-02,vegetables,debit card,Begin up experience far natural.,90.49,6.34
2025-12-27,medical,upi,Result crime everything feeling similar argue partner anything.,44.91,9.4
2025-12-10,subscriptions,net banking,President after recognize sometimes notice million statement.,48.51,3.97
2025-12-21,sports&fitness,mobile payments,State bring animal system.,16.9,2.56
2025-12-07,gas,prepaid cards,Seem information window across.,63.92,2.46
2025-12-17,transportation,cash,Toward catch wonder his enjoy life very.,15.57,2.34
2025-12-26,gas,upi,Community sea federal team.,77.61,7.91
2025-12-11,vegetables,prepaid cards,Long have car every rest remember.,38.62,7.52
2025-12-30,parking,debit card,Culture democratic well ten purpose think very.,96.84,5.57
2025-12-12,home essential,wallet,Deep gas company out star.,33.87,3.95
2025-12-16,vegetables,prepaid cards,Drive purpose popular safe ok deep.,94.19,1.86
2025-12-27,parking,wallet,Note culture eight respond owner.,66.04,1.45
2025-12-29,investments,net banking,Lay study central test.,30.12,6.44
2025-12-14,sports&fitness,upi,Watch role world add traditional page.,55.92,8.66
2025-12-12,clothing,prepaid cards,Animal follow trial hear seat position clear.,54.59,2.93
2025-12-28,parking,credit card,Office camera bank success popular.,53.48,1.38
2025-12-08,sports&fitness,wallet,Live material arm color.,90.27,2.5
2025-12-03,gas,prepaid cards,Above believe speak opportunity tree class.,17.4,7.76
2025-12-14,vegetables,wallet,Benefit how ball argue go other mean.,20.14,2.95
2025-12-17,clothing,credit card,Or manager west.,86.89,1.7
2025-12-06,travel,cash,Citizen road toward site.,20.58,6.64
2025-12-13,subscriptions,digital wallets,Level particularly human right.,54.89,8.37
2025-12-10,parking,mobile payments,Report item national talk.,52.42,2.57
2025-12-16,groceries,credit card,Available again way large agree successful.,55.54,5.79
2025-12-14,home essential,debit card,Plant community center.,71.65,4.47
2025-12-03,subscriptions,digital wallets,Word president real senior visit degree natural.,25.69,4.11
2025-12-14,memberships,credit card,Hot heavy strong parent vote.,65.56,4.78
2025-12-06,vegetables,upi,Participant lawyer imagine technology.,40.13,7.93
2025-12-13,stationary,digital wallets,Participant own the create.,95.62,7.99
2025-12-16,groceries,net banking,Necessary probably economy.,98.39,1.43
2025-12-25,fruits,digital wallets,Ok effort possible kid catch about.,94.14,3.83
2025-12-06,gas,cash,Finish two hotel total heart question.,44.69,7.78
2025-12-25,stationary,prepaid cards,Small school also south quality one campaign.,36.72,6.5
2025-12-19,emergency funds,upi,Question present oil media.,62.93,1.81
2025-12-18,sports&fitness,mobile payments,Reach forward order focus.,39.58,4.55
2025-12-01,travel,mobile payments,Term number population step be serve.,98.71,3.49
2025-12-11,travel,net banking,Majority any ten enjoy bring.,68.61,3.52
2025-12-19,gas,wallet,Top threat fast dream save media.,59.62,8.98
2025-12-25,sports&fitness,wallet,Such get age job.,40.33,6.72
2025-12-12,emergency funds,wallet,Suddenly budget science wrong.,50.54,5.5
2025-12-14,travel,mobile payments,Early bag another either table information.,92.38,5.67
2025-12-12,sports&fitness,prepaid cards,Late news itself red develop conference right letter.,94.59,9.62
2025-12-27,memberships,credit card,Start man start.,24.84,7.78
2025-12-16,clothing,digital wallets,Article magazine soon.,85.45,7.71
